domain,seed,k,status,mAP50_B,mAP50_95_B,precision_B,recall_B,elapsed_sec,train_images,eval_images,epochs,imgsz,batch,init_ckpt,results_csv,finished_at
India,20260514,320,ran,0.13592,0.0527,0.25226,0.14257,183.2,4160,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-12 23:47:39
Japan,20260512,5,ran,0.25649,0.11819,0.34766,0.29022,317.4,3845,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-12 14:18:42
Japan,20260512,10,ran,0.22639,0.11021,0.30801,0.26482,261.6,3850,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-12 14:23:04
Japan,20260512,20,ran,0.25098,0.11278,0.32805,0.33522,261.2,3860,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-12 14:27:25
Japan,20260512,40,ran,0.27358,0.11236,0.39714,0.25638,309.1,3880,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-12 14:32:34
Japan,20260512,80,ran,0.22385,0.09748,0.23568,0.30792,286.7,3920,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-12 14:37:21
Japan,20260512,160,ran,0.2903,0.12979,0.42701,0.29308,270.1,4000,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-12 14:41:51
Japan,20260512,320,ran,0.27678,0.12762,0.36574,0.30229,250.9,4160,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-12 14:46:02
Japan,20260513,5,ran,0.25133,0.09454,0.54562,0.29905,240.8,3845,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-12 21:09:43
Japan,20260513,10,ran,0.23217,0.09824,0.25676,0.24854,232.3,3850,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-12 21:13:35
Japan,20260513,20,ran,0.27309,0.11295,0.35282,0.29703,232.1,3860,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-12 21:17:27
Japan,20260513,40,ran,0.26809,0.10356,0.25253,0.32187,233.0,3880,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-12 21:21:20
Japan,20260513,80,ran,0.26113,0.10683,0.33642,0.33235,236.8,3920,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-12 21:25:17
Japan,20260513,160,ran,0.28938,0.12667,0.39151,0.32066,240.0,4000,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-12 21:29:17
Japan,20260513,320,ran,0.33413,0.13001,0.50139,0.34511,249.0,4160,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-12 21:33:26
Japan,20260514,5,ran,0.27573,0.11487,0.33985,0.32612,179.1,3845,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-12 23:50:39
Japan,20260514,10,ran,0.22811,0.10132,0.30995,0.2722,168.5,3850,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-12 23:53:27
Japan,20260514,20,ran,0.23801,0.10127,0.30454,0.27405,168.4,3860,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-12 23:56:15
Japan,20260514,40,ran,0.23055,0.10844,0.33932,0.22892,169.7,3880,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-12 23:59:05
Japan,20260514,80,ran,0.2235,0.09053,0.30871,0.28381,171.0,3920,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-13 00:01:56
Japan,20260514,160,ran,0.22702,0.10343,0.23184,0.34164,175.4,4000,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-13 00:04:52
Japan,20260514,320,ran,0.2862,0.12636,0.51043,0.2181,182.0,4160,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-13 00:07:54
Norway,20260512,5,ran,0.09234,0.0388,0.22337,0.10068,332.8,3845,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-12 12:22:24
Norway,20260512,10,ran,0.0951,0.0408,0.22871,0.10781,238.4,3850,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-12 14:50:01
Norway,20260512,20,ran,0.10801,0.04755,0.30598,0.10675,233.0,3860,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-12 14:53:54
Norway,20260512,40,ran,0.10557,0.03905,0.3149,0.10413,224.5,3880,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-12 18:42:24
Norway,20260512,80,ran,0.09152,0.04498,0.25039,0.09603,216.6,3920,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-12 18:46:01
Norway,20260512,160,ran,0.10235,0.04879,0.37159,0.07962,220.8,4000,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-12 18:49:42
Norway,20260512,320,ran,0.13077,0.04751,0.27396,0.14532,228.9,4160,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-12 18:53:31
Norway,20260513,5,ran,0.04733,0.01644,0.13237,0.09463,235.6,3845,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-12 21:37:22
Norway,20260513,10,ran,0.05455,0.02053,0.22047,0.10385,223.9,3850,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-12 21:41:06
Norway,20260513,20,ran,0.06793,0.02696,0.15884,0.12842,210.8,3860,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-12 21:44:37
Norway,20260513,40,ran,0.03554,0.01471,0.08041,0.05191,213.3,3880,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-12 21:48:10
Norway,20260513,80,ran,0.05833,0.02113,0.21466,0.09273,215.1,3920,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-12 21:51:45
Norway,20260513,160,ran,0.05682,0.01993,0.17103,0.09025,219.7,4000,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-12 21:55:25
Norway,20260513,320,ran,0.07851,0.0294,0.21913,0.11606,229.5,4160,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-12 21:59:15
Norway,20260514,5,ran,0.08019,0.02924,0.23953,0.13621,176.0,3845,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-13 00:10:50
Norway,20260514,10,ran,0.08416,0.02917,0.24091,0.1107,170.0,3850,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-13 00:13:40
Norway,20260514,20,ran,0.08373,0.02826,0.21928,0.14136,169.8,3860,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-13 00:16:30
Norway,20260514,40,ran,0.09703,0.03282,0.26202,0.1283,171.4,3880,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-13 00:19:21
Norway,20260514,80,ran,0.11055,0.03542,0.28779,0.1587,174.3,3920,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-13 00:22:16
Norway,20260514,160,ran,0.12087,0.04678,0.34028,0.13211,175.8,4000,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-13 00:25:12
Norway,20260514,320,ran,0.11506,0.05087,0.24213,0.15368,184.2,4160,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-13 00:28:16
United_States,20260512,5,ran,0.31383,0.13368,0.33976,0.2974,226.1,3845,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-12 18:57:17
United_States,20260512,10,ran,0.29053,0.13414,0.33737,0.30795,218.5,3850,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-12 19:00:56
United_States,20260512,20,ran,0.31058,0.13027,0.31259,0.36021,214.4,3860,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-12 19:04:30
United_States,20260512,40,ran,0.27728,0.12221,0.33496,0.33644,250.8,3880,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-12 19:08:41
United_States,20260512,80,ran,0.30169,0.12836,0.58575,0.34758,245.6,3920,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-12 19:12:47
United_States,20260512,160,ran,0.35204,0.17225,0.40166,0.29233,225.7,4000,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-12 19:16:33
United_States,20260512,320,ran,0.40099,0.16187,0.40321,0.39281,229.7,4160,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-12 19:20:22
United_States,20260513,5,ran,0.38612,0.18729,0.36774,0.49854,225.9,3845,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-12 22:03:02
United_States,20260513,10,ran,0.35831,0.17574,0.41228,0.46998,214.7,3850,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-12 22:06:36
United_States,20260513,20,ran,0.3796,0.19216,0.4462,0.40527,218.0,3860,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-12 22:10:14
United_States,20260513,40,ran,0.379,0.17559,0.41793,0.47074,215.2,3880,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-12 22:13:49
United_States,20260513,80,ran,0.38305,0.1823,0.4386,0.45584,217.1,3920,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-12 22:17:27
United_States,20260513,160,ran,0.39491,0.19763,0.44958,0.4487,221.1,4000,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-12 22:21:08
United_States,20260513,320,ran,0.4077,0.2043,0.41133,0.46618,230.3,4160,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-12 22:24:58
United_States,20260514,5,ran,0.38088,0.18152,0.45734,0.40211,179.1,3845,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-13 00:31:16
United_States,20260514,10,ran,0.41551,0.20084,0.40297,0.49166,167.8,3850,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-13 00:34:03
United_States,20260514,20,ran,0.39655,0.16527,0.42824,0.48271,169.9,3860,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-13 00:36:53
United_States,20260514,40,ran,0.42748,0.192,0.43342,0.47464,170.1,3880,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-13 00:39:43
United_States,20260514,80,ran,0.46483,0.23034,0.452,0.46351,172.3,3920,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-13 00:42:36
United_States,20260514,160,ran,0.47102,0.22615,0.47295,0.51945,179.2,4000,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-13 00:45:35
United_States,20260514,320,ran,0.46271,0.22823,0.48524,0.47322,182.9,4160,80,4,640,8,<local_path_removed>,<local_path_removed>,2026-06-13 00:48:38
